equipo_tag,temp_motor_c,presion_hidraulica_psi,vibracion_rodamientos_mm_s,presion_aceite_psi,temp_refrigerante_c,rpm_motor,voltaje_sistema_v,corriente_a,desgaste_componente_hrs,falla_maquina,tipo_falla
PALA-01,79.84,3388.5,1.16,48.87,81.09,1707.7,26.2,184.23,2922.0,0,NORMAL
PALA-01,83.75,3526.6,1.22,52.57,81.53,1695.7,26.31,117.47,1919.0,0,NORMAL
PALA-03,80.79,3148.93,2.01,58.54,84.55,1700.1,26.58,137.85,2902.3,0,NORMAL
PALA-02,77.1,3224.23,3.89,48.91,78.58,1666.8,25.65,152.99,1795.0,0,NORMAL
CARG-01,94.61,3062.0,1.37,54.76,86.79,1673.2,26.34,204.71,1494.0,0,NORMAL
PALA-01,79.81,3126.87,2.99,51.44,83.31,1921.0,26.6,204.51,2148.2,0,NORMAL
PALA-02,72.02,3083.16,1.46,46.38,78.43,1669.3,28.37,187.76,2659.4,0,NORMAL
PALA-02,78.21,3014.79,2.1,47.59,79.27,1752.5,27.14,186.9,212.5,0,NORMAL
PALA-01,76.3,3495.85,3.63,58.55,75.97,1732.6,27.72,132.38,1440.4,0,NORMAL
PALA-01,115.37,2873.45,0.89,50.98,99.91,1728.7,26.42,163.62,632.2,1,FALLA_TERMICA
PALA-02,83.45,3496.63,2.2,60.22,80.29,1777.6,26.82,101.66,3326.9,0,NORMAL
PALA-02,83.79,3474.29,1.04,53.81,82.25,1644.0,26.61,186.9,3403.6,0,NORMAL
PALA-02,80.33,3339.96,5.34,47.16,74.19,1888.2,24.97,151.27,3188.8,0,NORMAL
PALA-03,80.74,3049.39,1.78,56.39,78.9,1609.6,24.43,231.46,1819.9,0,NORMAL
PALA-03,80.33,3867.86,3.42,49.99,77.07,1700.3,25.5,317.86,2657.9,1,FALLA_SOBRECARGA
PALA-01,81.63,3151.29,0.84,52.12,82.97,1577.6,27.39,133.57,3231.3,0,NORMAL
PALA-02,85.76,3362.52,3.87,59.66,78.59,1827.6,26.08,150.42,3057.0,0,NORMAL
CARG-02,83.51,3250.55,3.18,47.55,82.88,1609.5,27.02,137.91,1898.2,0,NORMAL
PALA-03,84.25,3062.17,4.22,51.75,78.87,1810.7,27.44,139.65,563.7,0,NORMAL
PALA-03,84.25,3456.68,3.43,48.58,87.5,1751.8,25.37,159.22,3188.7,0,NORMAL
PALA-02,85.98,2190.91,1.45,28.07,81.21,1741.1,27.58,125.46,2881.0,1,FALLA_PRESION_HIDRAULICA
CARG-01,83.3,2193.17,0.67,22.21,84.66,1853.9,25.47,157.96,1434.5,1,FALLA_PRESION_HIDRAULICA
CARG-01,83.61,3269.68,1.97,49.71,80.55,1647.5,26.23,90.91,1651.5,0,NORMAL
PALA-03,87.35,2978.41,1.79,52.63,84.69,1896.0,25.54,165.62,3462.7,0,NORMAL
CARG-02,79.01,3175.41,2.21,57.19,77.91,1673.9,26.59,133.42,2124.8,0,NORMAL
PALA-01,78.15,3341.88,2.44,50.25,80.83,1771.8,26.27,112.8,634.6,0,NORMAL
PALA-01,76.66,3313.87,4.12,46.66,79.14,1696.8,27.04,185.34,614.3,0,NORMAL
CARG-01,82.82,3158.62,3.5,57.21,88.47,1794.1,27.2,98.09,274.1,0,NORMAL
CARG-01,73.66,3200.64,3.97,50.21,76.25,1599.7,27.66,181.87,2077.9,0,NORMAL
PALA-01,84.08,3169.5,1.8,63.14,89.28,1732.9,27.0,176.41,142.7,0,NORMAL
PALA-02,81.51,3199.88,3.25,51.96,75.5,1722.2,27.05,128.78,2868.2,0,NORMAL
PALA-01,87.11,3326.18,3.17,53.32,83.94,1772.3,26.04,150.39,1148.1,0,NORMAL
PALA-02,78.98,2895.84,4.04,42.48,78.51,1768.7,26.26,169.3,1231.4,0,NORMAL
CARG-01,81.09,3236.62,1.96,48.19,82.02,1616.7,26.65,168.12,2674.9,0,NORMAL
PALA-03,87.05,3313.0,5.03,42.6,80.32,1876.7,25.41,191.98,414.6,0,NORMAL
PALA-02,88.22,3147.31,5.16,55.47,77.68,1713.1,27.3,185.62,1872.8,0,NORMAL
PALA-02,78.94,3163.72,1.12,53.59,81.32,1807.7,26.29,196.22,1326.3,0,NORMAL
PALA-01,82.82,3168.93,2.14,57.15,79.33,1568.7,26.56,200.26,398.0,0,NORMAL
PALA-02,83.32,3163.77,2.85,58.04,83.29,1670.2,25.19,163.99,1075.9,0,NORMAL
PALA-03,83.68,3251.06,2.46,58.81,76.98,1849.4,26.11,149.83,2219.6,0,NORMAL
CARG-02,80.82,3273.22,1.07,52.87,82.89,1916.2,27.09,155.76,2337.9,0,NORMAL
CARG-01,87.77,2871.91,1.16,54.43,84.46,1770.9,26.74,148.05,485.5,0,NORMAL
PALA-01,73.5,3367.52,1.21,56.89,80.57,1709.4,27.06,210.67,3288.3,0,NORMAL
CARG-02,80.1,3197.8,1.23,50.03,75.71,1592.5,26.13,133.46,682.7,0,NORMAL
CARG-01,84.02,3597.93,2.27,49.31,87.93,1815.7,26.5,199.7,2337.9,0,NORMAL
CARG-01,84.06,3035.5,5.42,61.7,82.87,1756.8,26.32,143.14,1172.8,0,NORMAL
PALA-02,88.09,3093.88,1.0,44.97,78.12,1437.6,26.93,198.67,2474.4,0,NORMAL
PALA-02,87.39,3213.48,1.92,56.5,82.98,1512.1,26.61,185.45,2855.5,0,NORMAL
PALA-02,80.72,3324.38,2.08,55.71,74.3,1762.0,26.09,158.63,328.5,0,NORMAL
PALA-01,87.85,2898.86,4.75,48.38,85.71,1620.1,24.35,169.07,2799.7,0,NORMAL
PALA-01,78.79,3100.76,3.08,50.66,89.5,1595.3,26.54,121.16,467.5,0,NORMAL
PALA-01,86.19,3356.44,2.37,52.22,84.3,1707.5,25.06,180.21,1840.3,0,NORMAL
PALA-02,90.15,3079.34,1.14,55.08,76.99,1761.2,26.95,193.16,1216.1,0,NORMAL
CARG-01,87.47,3496.6,2.52,55.76,73.04,1891.7,27.07,206.82,1109.4,0,NORMAL
PALA-02,82.48,3168.3,3.39,53.85,86.46,1621.9,24.57,148.63,575.1,0,NORMAL
PALA-01,80.51,3088.11,0.98,54.94,80.41,1772.3,26.64,237.0,2384.4,0,NORMAL
CARG-02,75.12,3359.84,2.36,57.3,79.43,1596.8,26.62,148.88,1094.3,0,NORMAL
CARG-02,83.4,3539.37,2.76,57.07,85.66,1660.6,26.7,144.25,1794.0,0,NORMAL
CARG-01,76.98,3324.95,3.02,61.67,78.64,1742.7,25.41,154.16,102.2,0,NORMAL
CARG-02,78.43,3476.88,2.81,59.22,84.05,1702.3,26.78,154.48,2134.8,0,NORMAL
PALA-03,76.64,3551.79,3.73,54.09,81.09,1556.1,25.39,109.82,2386.4,0,NORMAL
CARG-02,79.93,3084.07,0.94,57.2,81.99,1781.6,26.95,120.4,265.1,0,NORMAL
PALA-01,81.87,3418.91,3.91,56.12,87.52,1808.9,26.75,117.24,1887.2,0,NORMAL
PALA-02,83.23,2975.78,0.87,54.82,79.04,2003.1,26.14,168.23,2514.2,0,NORMAL
PALA-01,79.3,3326.48,2.9,49.66,78.68,1746.6,26.74,212.37,538.4,0,NORMAL
PALA-01,86.81,3237.16,3.86,54.81,80.19,1740.8,25.64,136.61,201.1,0,NORMAL
PALA-01,81.06,3473.73,1.53,43.67,76.19,1756.4,25.95,155.5,717.6,0,NORMAL
PALA-03,78.46,3461.01,1.22,59.36,84.75,1556.3,27.33,131.73,1263.2,0,NORMAL
CARG-01,83.02,3352.56,1.53,55.75,84.21,1564.5,27.3,183.11,1521.7,0,NORMAL
PALA-03,90.84,3303.72,1.58,53.2,80.96,1710.1,25.52,169.35,301.3,0,NORMAL
PALA-01,83.51,3341.51,1.77,51.9,77.3,1444.4,25.9,192.3,3428.6,0,NORMAL
CARG-01,80.37,3261.12,3.12,57.27,70.02,1584.3,25.96,124.8,2428.5,0,NORMAL
PALA-03,75.13,3238.98,1.99,63.19,77.67,1660.3,26.45,158.69,511.4,0,NORMAL
PALA-02,81.01,3509.66,2.51,55.88,80.08,1841.1,26.29,151.82,2801.2,0,NORMAL
PALA-03,83.06,3531.32,1.48,63.51,73.4,1751.1,27.43,154.04,1153.7,0,NORMAL
PALA-02,80.26,3224.5,1.37,57.92,90.98,1537.8,27.63,194.82,1344.2,0,NORMAL
PALA-02,74.51,3292.77,1.41,49.97,82.66,1715.2,27.84,140.02,300.0,0,NORMAL
CARG-02,78.17,3264.7,2.47,56.44,83.18,1790.0,28.13,144.27,1509.0,0,NORMAL
PALA-02,88.55,2959.89,2.71,55.95,80.4,1805.7,25.14,132.3,318.4,0,NORMAL
PALA-02,88.45,3189.44,3.34,49.97,83.95,1845.5,26.25,235.51,2396.9,0,NORMAL
CARG-02,78.01,3537.95,2.81,51.96,79.8,1863.8,25.84,126.65,1234.6,0,NORMAL
CARG-01,85.03,3115.04,2.19,51.86,80.35,1788.4,25.68,180.8,1072.2,0,NORMAL
PALA-01,76.7,3630.62,1.82,54.5,86.62,1778.5,27.53,112.05,2286.8,0,NORMAL
PALA-01,88.32,3460.98,1.0,52.6,85.39,1747.9,26.74,176.19,2424.0,0,NORMAL
PALA-01,83.1,3322.27,1.52,55.34,80.96,1821.1,25.13,119.81,2253.7,0,NORMAL
PALA-03,86.27,3350.95,0.79,56.15,89.09,1625.5,28.47,165.32,2771.0,0,NORMAL
PALA-02,74.28,3084.9,2.11,60.34,80.67,1695.5,24.95,170.9,2252.1,0,NORMAL
PALA-01,85.05,3202.26,1.34,56.75,78.98,1636.1,26.12,157.38,3310.6,0,NORMAL
CARG-02,81.97,3509.45,1.65,50.49,81.51,1772.0,26.47,184.71,2003.5,0,NORMAL
PALA-03,85.83,3139.38,2.34,64.56,82.2,1688.9,25.49,176.28,3102.9,0,NORMAL
PALA-01,86.12,3441.0,1.67,50.52,76.23,1841.6,26.84,136.1,3366.1,0,NORMAL
PALA-03,82.3,3002.13,1.35,52.06,82.95,1726.3,25.91,177.22,614.7,0,NORMAL
PALA-03,100.3,3034.33,1.29,56.99,109.66,1847.6,27.06,167.95,2384.9,1,FALLA_TERMICA
PALA-01,85.51,3592.25,3.75,68.48,84.8,1466.7,26.72,193.5,2313.7,0,NORMAL
PALA-02,81.73,3247.87,2.18,56.01,83.66,1633.6,24.4,109.19,3049.8,0,NORMAL
CARG-01,78.07,3153.07,2.67,50.79,82.92,1832.6,25.16,163.93,1212.7,0,NORMAL
PALA-02,77.86,3495.29,1.22,45.8,77.01,1722.4,27.08,163.35,1409.2,0,NORMAL
PALA-03,75.35,3474.25,1.01,45.47,77.01,1846.7,26.72,146.99,212.7,0,NORMAL
PALA-02,79.7,3415.74,0.58,54.05,81.65,1750.1,25.58,197.07,2693.7,0,NORMAL
PALA-01,86.96,3147.42,1.54,56.72,79.29,1607.9,25.86,135.13,968.6,0,NORMAL
PALA-01,82.8,3198.35,4.65,46.9,75.21,1935.2,26.33,184.93,3254.9,0,NORMAL
PALA-02,79.62,3306.09,2.56,55.11,79.6,1640.4,24.78,134.65,2337.5,0,NORMAL
PALA-01,85.62,3374.99,1.57,47.43,82.8,1630.5,28.22,206.41,1197.6,0,NORMAL
PALA-01,78.25,3158.47,3.22,49.38,83.32,1818.4,25.62,174.19,2873.3,0,NORMAL
CARG-01,82.43,3280.73,0.96,57.16,77.67,1610.6,26.42,105.5,2869.8,0,NORMAL
CARG-02,81.19,3298.13,3.5,50.26,80.82,1564.8,27.74,199.79,607.4,0,NORMAL
CARG-01,85.51,3481.62,3.89,60.55,82.66,1627.9,26.25,179.68,1919.4,0,NORMAL
CARG-02,74.9,3385.8,1.56,51.08,75.93,1818.4,26.66,163.2,85.0,0,NORMAL
PALA-01,78.17,2978.78,1.69,59.55,77.91,1976.7,25.63,137.61,1237.1,0,NORMAL
CARG-02,74.63,3211.55,2.31,65.33,80.95,1720.6,25.96,130.11,2445.7,0,NORMAL
PALA-01,80.83,3082.82,0.99,50.27,77.36,1633.1,25.66,177.69,1188.8,0,NORMAL
CARG-02,87.45,3352.26,1.98,66.33,79.69,1868.2,27.42,106.05,512.2,0,NORMAL
CARG-02,79.73,3416.17,5.4,54.07,90.98,1646.2,25.87,136.32,2041.8,0,NORMAL
CARG-01,79.7,3268.28,1.42,50.84,74.97,1666.7,25.81,184.42,3367.2,0,NORMAL
CARG-02,85.92,3201.74,1.84,52.52,86.7,1770.0,25.71,110.77,1474.7,0,NORMAL
PALA-03,86.81,3262.45,1.89,51.98,82.37,1856.9,26.71,112.36,3217.1,0,NORMAL
PALA-02,81.6,1854.09,3.24,32.24,76.1,1728.5,26.87,178.25,3174.1,1,FALLA_PRESION_HIDRAULICA
PALA-02,85.08,3134.78,2.47,60.59,83.71,1677.4,24.8,150.68,2356.3,0,NORMAL
PALA-03,77.15,3030.63,3.15,60.53,81.17,1998.6,26.45,218.27,292.8,0,NORMAL
PALA-01,88.2,2880.97,1.53,47.5,85.82,1639.5,26.64,149.32,2305.7,0,NORMAL
PALA-03,91.67,3478.09,2.8,54.95,83.64,1652.8,27.52,105.71,2089.1,0,NORMAL
CARG-02,84.35,3339.35,0.99,46.25,81.79,1673.4,25.42,199.66,2055.8,0,NORMAL
PALA-01,72.62,3315.25,0.79,59.06,79.77,1786.1,25.5,113.46,1217.6,0,NORMAL
CARG-01,79.49,3477.74,3.4,51.58,85.68,1663.9,26.91,124.65,2639.4,0,NORMAL
CARG-02,84.76,3024.02,1.21,56.52,79.43,1818.1,26.35,148.25,3096.2,0,NORMAL
CARG-02,80.1,2937.59,0.65,51.49,75.4,1713.8,27.5,165.69,2378.0,0,NORMAL
CARG-02,87.72,3319.16,1.99,45.22,73.42,1681.7,27.28,173.33,560.4,0,NORMAL
PALA-03,84.65,3302.79,2.7,58.43,76.06,1652.6,26.62,193.62,2757.0,0,NORMAL
CARG-02,78.82,2938.36,0.74,58.81,84.21,1717.0,26.35,69.86,589.9,0,NORMAL
CARG-01,82.15,3314.71,1.71,54.7,79.55,1773.7,26.27,127.05,2809.5,0,NORMAL
PALA-01,77.98,3177.96,2.61,43.44,77.91,1715.8,26.38,197.04,2146.8,0,NORMAL
PALA-02,81.18,1614.08,2.55,31.04,79.27,1747.9,26.45,128.69,1232.4,1,FALLA_PRESION_HIDRAULICA
CARG-01,79.5,3189.98,0.63,50.31,84.32,1627.0,27.54,158.21,2004.7,0,NORMAL
PALA-01,87.29,2810.52,2.23,56.58,83.53,1634.1,24.77,207.15,2890.5,0,NORMAL
PALA-03,91.52,3143.55,2.33,51.55,81.65,1719.4,26.06,154.01,1815.3,0,NORMAL
PALA-03,75.56,3123.23,1.99,52.06,78.6,1734.3,26.56,150.83,1694.0,0,NORMAL
PALA-01,101.07,3350.28,3.53,56.49,106.37,1725.7,25.92,154.4,782.3,1,FALLA_TERMICA
PALA-03,80.9,3221.52,1.78,49.9,80.47,1649.2,26.17,205.08,1312.2,0,NORMAL
CARG-01,75.17,3365.0,2.74,53.17,77.42,1728.7,26.05,103.9,1843.3,0,NORMAL
PALA-02,82.21,2791.08,2.19,56.55,80.56,1723.0,27.44,222.56,444.3,0,NORMAL
PALA-01,85.37,3098.96,2.45,64.83,77.21,1705.5,26.06,152.08,2508.0,0,NORMAL
PALA-01,88.72,3350.08,2.09,53.63,82.46,1641.7,25.82,148.06,3137.4,0,NORMAL
PALA-02,82.91,3194.4,1.93,58.2,82.91,1782.3,27.02,131.6,2776.8,0,NORMAL
CARG-02,81.13,3402.18,10.24,48.14,85.47,1718.6,25.97,120.28,2938.4,1,FALLA_DESGASTE_RODAMIENTOS
PALA-01,73.1,2925.17,1.44,62.47,82.04,1630.0,26.27,78.15,78.5,0,NORMAL
PALA-03,82.12,3381.6,1.38,49.96,81.92,1705.0,25.51,202.62,1623.8,0,NORMAL
PALA-01,82.32,3134.95,3.7,53.34,77.66,1650.1,26.08,82.45,477.0,0,NORMAL
PALA-02,84.88,3117.48,1.46,56.56,80.81,1720.4,26.37,158.2,2610.0,0,NORMAL
CARG-01,78.81,3428.39,0.71,50.1,76.91,1891.4,25.39,144.52,488.1,0,NORMAL
CARG-01,80.04,3459.14,1.95,59.4,74.18,1737.7,26.32,170.25,475.0,0,NORMAL
PALA-01,75.35,3436.25,0.82,50.69,79.94,1744.2,26.81,90.15,1819.9,0,NORMAL
PALA-02,71.69,3616.96,0.32,58.15,78.98,1890.9,24.81,131.1,881.5,0,NORMAL
PALA-01,77.01,3478.02,1.93,59.34,83.45,1752.5,25.88,176.62,883.1,0,NORMAL
PALA-02,74.93,3106.82,2.61,56.89,77.15,1772.0,28.44,166.45,3360.7,0,NORMAL
PALA-03,83.52,3275.49,3.53,57.54,92.25,1737.3,26.24,136.77,1064.4,0,NORMAL
PALA-01,79.67,3185.16,3.17,66.65,79.08,1673.8,27.31,163.61,3221.6,0,NORMAL
PALA-02,79.58,3615.24,0.94,56.08,80.72,1773.8,26.38,220.3,852.4,0,NORMAL
PALA-02,77.57,3448.88,1.65,54.55,78.73,1924.3,26.14,198.12,3149.5,0,NORMAL
CARG-02,67.45,3216.0,2.82,55.68,84.11,1561.5,27.15,194.02,751.9,0,NORMAL
CARG-02,88.79,3408.02,1.86,60.36,80.14,1665.1,27.36,179.24,652.9,0,NORMAL
PALA-01,77.5,3028.2,1.33,65.65,77.08,1617.6,25.69,166.35,1007.8,0,NORMAL
CARG-01,80.14,3295.05,0.6,53.17,73.67,1631.0,25.52,136.07,1504.8,0,NORMAL
PALA-02,75.45,3081.17,2.04,49.44,83.3,1866.8,25.31,161.95,769.9,0,NORMAL
PALA-02,86.37,2946.05,0.93,59.81,83.6,1701.0,25.7,228.84,2176.4,0,NORMAL
CARG-01,82.65,3391.22,2.42,47.18,82.37,1806.8,27.31,192.18,1665.3,0,NORMAL
CARG-02,78.28,3413.55,1.46,55.29,80.14,1640.0,26.42,147.46,1909.1,0,NORMAL
CARG-02,80.23,3332.3,1.52,55.52,79.72,1642.6,27.35,86.66,2343.1,0,NORMAL
PALA-03,89.55,3217.07,2.85,53.46,84.11,1597.9,25.57,186.51,1643.8,0,NORMAL
PALA-02,81.67,1492.56,1.41,29.74,80.6,1893.4,25.6,192.77,375.7,1,FALLA_PRESION_HIDRAULICA
CARG-01,81.18,3040.96,1.26,45.74,85.5,1813.0,26.09,141.0,1269.4,0,NORMAL
PALA-02,77.76,3075.53,2.27,49.66,80.6,1593.9,26.64,136.62,1836.5,0,NORMAL
PALA-03,73.47,3207.94,1.43,58.69,80.46,1857.1,26.29,91.79,667.3,0,NORMAL
PALA-02,81.28,3443.71,1.81,43.79,82.48,1688.9,26.96,203.95,1750.0,0,NORMAL
PALA-03,83.46,3440.87,4.21,53.57,86.57,1774.4,26.73,145.48,475.2,0,NORMAL
PALA-01,86.95,2953.26,2.12,52.44,85.71,1725.6,26.79,169.12,1265.6,0,NORMAL
PALA-01,71.88,3125.22,1.83,44.04,80.81,1547.6,26.95,121.54,2944.1,0,NORMAL
CARG-02,76.94,3120.37,3.2,62.46,79.51,1620.7,27.28,109.33,212.0,0,NORMAL
PALA-01,79.39,2794.32,0.53,48.85,76.17,1882.5,24.43,212.34,175.8,0,NORMAL
PALA-03,81.98,3351.9,3.39,56.74,83.77,1832.7,26.39,146.37,1427.2,0,NORMAL
PALA-01,81.35,3205.69,0.51,51.66,73.86,1597.4,27.07,133.74,3205.3,0,NORMAL
PALA-01,81.45,3229.63,4.12,49.78,87.82,1745.0,28.42,261.58,2169.9,0,NORMAL
PALA-01,83.84,3492.26,0.87,52.82,84.37,1694.2,26.32,194.48,2420.7,0,NORMAL
PALA-01,77.94,3265.9,7.57,52.22,78.02,1857.0,24.64,134.75,3502.2,1,FALLA_DESGASTE_RODAMIENTOS
CARG-02,86.2,3172.47,0.84,53.07,85.92,1695.4,27.54,185.8,2724.3,0,NORMAL
PALA-02,83.95,3352.97,3.02,50.07,83.19,1627.8,25.43,103.82,1456.3,0,NORMAL
CARG-02,80.56,3440.6,3.34,48.93,82.87,1808.5,26.77,148.83,2634.2,0,NORMAL
PALA-03,89.2,3303.36,3.24,59.02,79.93,1862.7,26.83,130.67,3273.0,0,NORMAL
PALA-02,89.0,3374.05,1.31,54.03,83.21,1767.2,26.5,174.65,1240.2,0,NORMAL
PALA-03,86.2,3223.8,2.46,53.7,75.33,1788.7,24.69,217.99,1466.8,0,NORMAL
PALA-03,68.42,3235.27,4.14,49.54,81.25,1576.6,26.11,100.71,653.9,0,NORMAL
CARG-01,89.11,3270.34,1.81,61.87,78.28,1566.6,25.14,225.0,456.2,0,NORMAL
PALA-02,85.58,3114.44,1.83,53.56,79.85,1558.0,26.76,186.24,2636.4,0,NORMAL
PALA-02,91.03,3147.75,2.61,44.52,78.24,1846.1,25.69,125.03,2079.0,0,NORMAL
CARG-02,87.57,3498.02,1.31,55.38,78.45,1673.5,24.7,125.69,2519.7,0,NORMAL
CARG-02,89.1,3611.43,1.02,50.18,86.15,1819.2,26.97,134.99,630.0,0,NORMAL
CARG-02,85.95,3536.6,0.66,58.55,75.27,1648.0,25.39,129.68,2662.2,0,NORMAL
PALA-02,88.07,3011.81,2.68,59.19,82.63,1718.3,26.51,130.77,1133.2,0,NORMAL
CARG-01,90.97,2994.43,1.55,58.61,76.48,1623.3,25.81,96.5,2188.5,0,NORMAL
PALA-02,82.97,3035.67,2.38,51.69,86.29,1680.7,27.09,153.17,2973.9,0,NORMAL
PALA-02,74.92,3274.19,1.78,53.44,82.71,1514.9,27.06,186.13,2173.1,0,NORMAL
PALA-01,80.62,2744.43,3.35,55.24,75.38,1681.9,26.59,139.9,641.1,0,NORMAL
PALA-03,83.75,3144.02,3.71,58.46,82.34,1671.3,26.31,170.41,1775.2,0,NORMAL
PALA-01,82.34,3503.28,2.08,48.81,78.22,1516.6,26.05,199.38,923.2,0,NORMAL
PALA-02,76.39,3426.84,4.16,54.47,81.91,1771.0,25.44,107.67,1957.3,0,NORMAL
CARG-02,74.66,3158.36,1.3,63.34,75.69,1788.9,25.93,136.63,322.7,0,NORMAL
PALA-01,78.66,3172.0,1.23,51.32,85.92,1640.6,26.78,107.3,3439.4,0,NORMAL
PALA-01,85.63,3352.1,2.16,53.87,73.01,1575.4,27.96,110.95,2190.1,0,NORMAL
PALA-01,89.11,3418.35,2.48,67.07,77.77,1927.6,26.86,207.65,1366.6,0,NORMAL
CARG-02,86.12,3154.04,3.67,52.79,76.67,1750.7,26.97,142.35,1239.8,0,NORMAL
PALA-03,86.76,3207.81,1.92,46.31,82.52,1434.4,26.31,176.2,2054.3,0,NORMAL
PALA-02,81.64,3148.12,2.29,53.71,79.03,1668.6,26.82,165.79,2368.8,0,NORMAL
CARG-01,74.16,3010.36,7.12,62.36,80.26,1641.8,24.68,184.79,858.7,0,NORMAL
CARG-01,79.95,3210.45,1.15,59.28,78.43,1632.9,25.82,165.17,1950.8,0,NORMAL
PALA-02,99.21,3196.73,1.7,49.1,99.91,1851.1,26.96,163.74,3006.0,1,FALLA_TERMICA
PALA-03,79.76,3023.08,2.54,56.08,80.09,1750.4,26.98,108.1,2845.6,0,NORMAL
CARG-01,82.25,3366.29,9.42,53.12,75.79,1796.2,25.97,161.22,3495.6,1,FALLA_DESGASTE_RODAMIENTOS
PALA-03,83.99,4482.4,1.55,58.06,73.67,1703.5,25.35,352.25,1372.1,1,FALLA_SOBRECARGA
PALA-01,85.84,3375.23,0.8,50.92,83.5,1822.4,26.34,127.04,2778.2,0,NORMAL
CARG-02,80.75,3111.75,4.16,56.47,76.04,1675.2,26.05,87.6,1116.5,0,NORMAL
PALA-03,73.43,2892.96,1.46,63.55,86.83,1747.9,27.15,168.57,2702.4,0,NORMAL
PALA-02,79.83,3334.12,1.23,40.94,86.67,1778.5,26.96,202.85,2497.0,0,NORMAL
PALA-02,109.6,3130.46,1.58,56.96,108.84,1645.2,27.64,98.07,680.5,1,FALLA_TERMICA
PALA-01,87.5,3089.68,1.29,60.6,76.46,1468.4,27.29,154.11,2454.2,0,NORMAL
PALA-01,79.44,3023.73,2.48,46.22,89.49,1516.8,26.18,81.83,2938.5,0,NORMAL
CARG-01,84.31,1825.57,3.0,24.05,71.59,1997.4,26.68,182.75,3179.7,1,FALLA_PRESION_HIDRAULICA
PALA-01,83.31,3533.92,1.99,52.03,77.47,1798.1,28.03,201.45,894.9,0,NORMAL
PALA-02,82.2,3159.02,1.78,50.35,84.33,1803.8,26.08,156.58,3489.3,0,NORMAL
PALA-03,86.19,3053.84,3.29,49.97,84.02,1890.6,26.54,181.87,1741.5,0,NORMAL
PALA-01,79.03,3367.35,1.32,52.13,78.1,1585.0,26.4,162.22,917.7,0,NORMAL
CARG-02,79.41,3281.11,1.3,58.26,77.86,1633.1,26.41,126.03,2540.5,0,NORMAL
PALA-01,81.95,2868.53,2.02,61.44,80.14,1587.4,25.7,155.29,2509.6,0,NORMAL
PALA-02,79.12,3369.22,0.92,60.51,80.65,2002.8,27.45,159.04,2169.0,0,NORMAL
PALA-02,84.29,3633.12,0.83,58.97,79.12,1600.3,25.67,154.91,549.6,0,NORMAL
PALA-01,78.79,2781.9,1.52,63.16,87.63,1870.5,27.89,173.0,160.3,0,NORMAL
PALA-01,83.02,3027.57,1.7,64.16,78.27,1640.9,27.71,164.64,2586.9,0,NORMAL
CARG-01,81.55,2737.27,3.39,54.83,86.87,1730.2,26.6,153.2,1254.4,0,NORMAL
CARG-02,82.97,3236.45,1.84,61.15,82.62,1872.4,26.4,137.55,387.0,0,NORMAL
PALA-01,79.93,3428.27,1.53,56.12,85.08,1754.3,25.78,177.49,3262.5,0,NORMAL
PALA-03,80.47,3268.99,1.03,52.92,75.02,1704.2,26.46,175.06,3245.7,0,NORMAL
CARG-01,82.43,2268.15,3.14,34.55,85.11,1992.2,27.26,166.19,2265.9,1,FALLA_PRESION_HIDRAULICA
CARG-01,82.91,3399.5,1.44,59.06,84.97,1499.9,25.85,130.97,887.5,0,NORMAL
PALA-02,81.98,3556.39,1.24,61.33,78.34,1606.7,27.57,120.41,3447.0,0,NORMAL
PALA-02,123.08,3458.84,1.86,56.9,106.44,1682.8,27.22,183.65,881.6,1,FALLA_TERMICA
PALA-02,77.54,3177.47,3.25,52.02,75.08,1845.3,26.32,128.79,86.7,0,NORMAL
CARG-01,81.71,3262.01,2.41,51.55,79.1,1659.6,27.04,148.19,3153.4,0,NORMAL
CARG-01,74.92,3093.64,2.55,44.73,85.67,1836.1,25.67,105.56,726.7,0,NORMAL
PALA-01,83.67,3208.48,1.4,55.8,80.27,1513.3,26.32,175.51,2222.7,0,NORMAL
PALA-02,76.98,3261.13,2.78,55.46,79.94,1857.8,28.17,116.61,872.3,0,NORMAL
CARG-02,80.75,3234.72,2.92,48.78,86.62,1827.2,27.36,114.8,1591.7,0,NORMAL
CARG-01,80.33,3491.61,2.55,56.37,73.19,1591.0,26.8,125.38,1440.5,0,NORMAL
CARG-02,83.26,3190.57,3.06,56.28,80.29,1715.9,26.46,175.02,1343.6,0,NORMAL
CARG-01,79.51,3082.22,4.89,46.58,80.74,1687.7,26.34,152.43,1146.5,0,NORMAL
PALA-02,79.32,3093.47,3.7,52.39,77.81,1774.0,26.38,137.82,102.5,0,NORMAL
PALA-03,88.46,3367.92,1.19,61.05,86.5,1859.3,25.78,217.84,790.4,0,NORMAL
PALA-03,83.28,2997.44,1.29,50.83,77.36,1638.0,26.92,178.28,3479.8,0,NORMAL
PALA-01,79.48,3213.79,3.09,54.09,77.41,1764.3,27.24,90.29,76.7,0,NORMAL
PALA-03,80.87,3488.95,2.33,54.8,71.11,1749.5,26.2,129.43,298.0,0,NORMAL
CARG-01,89.4,3302.67,4.33,53.87,85.44,1735.0,26.77,90.77,161.4,0,NORMAL
PALA-01,80.94,3236.57,3.51,57.44,79.68,1894.6,25.82,143.27,1823.5,0,NORMAL
